customer_id,first_order_date,last_order_date,frequency,monetary,avg_review,cancelled_orders,returned_orders,total_orders,preferred_category,preferred_payment,avg_delivery_days,avg_discount_rate,recency_days,customer_age_days,avg_order_value,cancel_rate,return_rate,churn,has_delivered_order
CUST00021,2021-10-03,2023-07-10,4,2922543.86,3.5,1,0,4,Health,Bank Transfer,8.0,0.1125,174,819,730635.965,0.25,0.0,0,1
CUST00022,2021-02-24,2023-07-13,6,3326783.41,3.3333333333333335,2,0,6,Fashion,Credit Card,8.5,0.08333333333333333,171,1040,554463.9016666667,0.3333333333333333,0.0,0,1
CUST00023,2021-07-19,2023-07-08,6,1698070.0999999999,4.0,0,0,6,Toys,Credit Card,4.4,0.13333333333333333,176,895,283011.6833333333,0.0,0.0,0,1
CUST00024,2021-11-15,2021-11-15,1,890068.8,5.0,0,0,1,Electronics,Credit Card,7.0,0.3,776,776,890068.8,0.0,0.0,1,1
CUST00025,2021-12-30,2022-11-21,2,119591.59,3.5,0,0,2,Electronics,COD,10.5,0.125,405,731,59795.795,0.0,0.0,1,1
CUST00026,2021-01-29,2022-05-26,3,1119650.86,3.6666666666666665,0,0,3,Beauty,Bank Transfer,8.0,0.26666666666666666,584,1066,373216.95333333337,0.0,0.0,1,1
CUST00027,2023-01-18,2023-06-13,2,258510.92,4.0,0,0,2,Automotive,Debit Card,1.0,0.325,201,347,129255.46,0.0,0.0,1,1
CUST00028,2022-01-27,2023-09-24,4,2013948.92,4.0,1,0,4,Beauty,Credit Card,7.666666666666667,0.1375,98,703,503487.23,0.25,0.0,0,1
CUST00029,2021-04-19,2023-10-18,3,3192602.2700000005,3.6666666666666665,0,0,3,Automotive,Credit Card,1.0,0.03333333333333333,74,986,1064200.7566666668,0.0,0.0,0,1
CUST00030,2021-03-09,2022-08-01,6,2042215.64,4.5,0,0,6,Beauty,Bank Transfer,10.0,0.25833333333333336,517,1027,340369.2733333333,0.0,0.0,1,1
CUST00031,2021-06-29,2023-11-22,4,1007218.35,4.5,0,0,4,Automotive,COD,11.0,0.225,39,915,251804.5875,0.0,0.0,0,1
CUST00032,2021-09-07,2021-09-07,1,552858.9,3.0,0,0,1,Electronics,Bank Transfer,13.0,0.0,845,845,552858.9,0.0,0.0,1,1
CUST00033,2022-11-14,2023-10-06,5,696600.57,3.2,0,0,5,Sports,Credit Card,7.2,0.2,86,412,139320.114,0.0,0.0,0,1
CUST00034,2021-02-28,2021-02-28,1,3608321.25,3.0,0,0,1,Automotive,Unknown,8.0,0.5,1036,1036,3608321.25,0.0,0.0,1,1
CUST00035,2021-10-21,2023-12-05,5,2882328.72,3.4,0,0,5,Beauty,Bank Transfer,7.5,0.04,26,801,576465.7440000001,0.0,0.0,0,1
CUST00036,2021-05-19,2023-12-06,5,1821291.6400000001,4.6,0,0,5,Beauty,Bank Transfer,4.0,0.13999999999999999,25,956,364258.32800000004,0.0,0.0,0,1
CUST00037,2021-03-27,2023-12-05,4,2420079.78,4.0,0,1,4,Beauty,Bank Transfer,5.0,0.0875,26,1009,605019.945,0.0,0.25,0,1
CUST00038,2021-11-13,2023-08-29,3,1019222.1300000001,2.6666666666666665,0,0,3,Home & Living,Debit Card,7.5,0.3,124,778,339740.71,0.0,0.0,0,1
CUST00039,2022-06-19,2022-12-04,2,1741550.97,4.0,0,0,2,Beauty,Credit Card,2.0,0.15,392,560,870775.485,0.0,0.0,1,1
CUST00040,2021-02-03,2023-12-22,6,2665497.99,3.3333333333333335,0,0,6,Books,Bank Transfer,6.333333333333333,0.21666666666666667,9,1061,444249.66500000004,0.0,0.0,0,1
CUST00041,2021-10-22,2023-11-28,4,1240363.31,3.75,0,1,4,Automotive,Bank Transfer,3.6666666666666665,0.25,33,800,310090.8275,0.0,0.25,0,1
CUST00042,2021-02-22,2023-02-19,4,1659703.8199999998,4.0,1,0,4,F&B,Bank Transfer,7.333333333333333,0.2125,315,1042,414925.95499999996,0.25,0.0,1,1
CUST00043,2021-02-06,2023-10-07,7,2505911.54,4.0,1,0,7,Toys,Bank Transfer,9.0,0.2714285714285714,85,1058,357987.36285714287,0.14285714285714285,0.0,0,1
CUST00044,2021-02-16,2023-02-25,4,1615776.75,4.25,1,0,4,Beauty,Bank Transfer,4.0,0.15,309,1048,403944.1875,0.25,0.0,1,1
CUST00045,2021-01-29,2023-11-05,4,1645768.77,4.0,0,0,4,Beauty,Bank Transfer,3.75,0.125,56,1066,411442.1925,0.0,0.0,0,1
CUST00046,2021-07-30,2023-02-19,2,96366.53,4.0,0,0,2,Books,Debit Card,8.5,0.25,315,884,48183.265,0.0,0.0,1,1
CUST00047,2021-01-15,2023-07-01,4,1475869.77,4.5,1,0,4,Automotive,Bank Transfer,8.0,0.1125,183,1080,368967.4425,0.25,0.0,1,1
CUST00048,2021-01-29,2023-07-27,5,1458560.35,3.4,0,1,5,Automotive,Credit Card,5.5,0.18,157,1066,291712.07,0.0,0.2,0,1
CUST00049,2021-05-10,2023-09-03,6,1370019.53,4.0,0,0,6,Health,Bank Transfer,9.0,0.16666666666666666,119,965,228336.58833333335,0.0,0.0,0,1
CUST00050,2021-08-09,2023-05-24,4,875580.8999999999,4.0,0,0,4,Automotive,Credit Card,9.0,0.2,221,874,218895.22499999998,0.0,0.0,1,1
CUST00051,2021-10-25,2022-07-14,2,450836.94000000006,3.0,0,0,2,Beauty,Bank Transfer,10.5,0.15,535,797,225418.47000000003,0.0,0.0,1,1
CUST00052,2021-10-25,2023-07-10,3,1506599.28,2.3333333333333335,0,0,3,Books,E-Wallet,6.5,0.11666666666666665,174,797,502199.76,0.0,0.0,0,1
CUST00053,2021-03-02,2023-07-30,8,3172223.3899999997,4.25,0,0,8,Electronics,Credit Card,6.833333333333333,0.175,154,1034,396527.92374999996,0.0,0.0,0,1
CUST00054,2021-03-15,2023-05-10,6,3500122.63,3.8333333333333335,1,0,6,Beauty,E-Wallet,7.5,0.15,235,1021,583353.7716666666,0.16666666666666666,0.0,1,1
CUST00055,2021-08-18,2023-10-30,5,4414511.47,4.2,0,0,5,Beauty,COD,4.5,0.09,62,865,882902.294,0.0,0.0,0,1
CUST00056,2021-01-03,2023-03-10,4,1447410.0700000003,4.5,0,0,4,Electronics,Credit Card,7.333333333333333,0.1875,296,1092,361852.5175000001,0.0,0.0,1,1
CUST00057,2021-06-13,2023-08-20,7,4029214.19,3.7142857142857144,0,0,7,Fashion,COD,5.333333333333333,0.24285714285714285,133,931,575602.0271428571,0.0,0.0,0,1
CUST00058,2021-12-13,2023-11-11,5,3788819.52,3.2,1,0,5,Beauty,Bank Transfer,10.0,0.06000000000000001,50,748,757763.904,0.2,0.0,0,1
CUST00059,2021-01-11,2021-12-02,2,636212.22,5.0,0,0,2,Fashion,Bank Transfer,6.5,0.0,759,1084,318106.11,0.0,0.0,1,1
CUST00060,2021-03-27,2022-07-04,4,872242.45,4.0,0,0,4,Automotive,Bank Transfer,11.666666666666666,0.2375,545,1009,218060.6125,0.0,0.0,1,1
CUST00061,2022-01-30,2023-01-31,3,2272019.14,3.6666666666666665,1,0,3,Health,Bank Transfer,5.5,0.08333333333333333,334,700,757339.7133333334,0.3333333333333333,0.0,1,1
CUST00062,2022-06-19,2023-06-10,4,920789.6699999999,3.0,0,0,4,Beauty,Credit Card,9.0,0.1375,204,560,230197.41749999998,0.0,0.0,1,1
CUST00063,2021-04-17,2023-08-11,5,986457.07,4.2,0,1,5,Automotive,Bank Transfer,4.25,0.08,142,988,197291.414,0.0,0.2,0,1
CUST00064,2022-01-19,2023-11-19,4,1414696.85,4.5,0,0,4,Electronics,Bank Transfer,6.333333333333333,0.1625,42,711,353674.2125,0.0,0.0,0,1
CUST00065,2021-10-11,2023-03-16,4,50156357.440000005,4.75,0,0,4,Automotive,Bank Transfer,11.5,0.2,290,811,12539089.360000001,0.0,0.0,1,1
CUST00066,2021-04-13,2023-06-09,2,719455.0700000001,4.5,0,0,2,Health,Credit Card,7.0,0.125,205,992,359727.53500000003,0.0,0.0,1,1
CUST00067,2021-08-09,2023-01-18,4,759090.63,4.5,0,0,4,Automotive,Bank Transfer,7.333333333333333,0.07500000000000001,347,874,189772.6575,0.0,0.0,1,1
CUST00068,2021-01-30,2023-01-22,4,1591357.1600000001,3.5,1,0,4,Automotive,Debit Card,4.333333333333333,0.125,343,1065,397839.29000000004,0.25,0.0,1,1
CUST00069,2021-01-12,2023-12-03,4,954873.7999999999,2.5,0,0,4,Books,Debit Card,6.5,0.1375,28,1083,238718.44999999998,0.0,0.0,0,1
CUST00070,2021-01-22,2022-04-07,3,989409.6799999999,2.6666666666666665,0,0,3,Fashion,Bank Transfer,5.666666666666667,0.26666666666666666,633,1073,329803.2266666666,0.0,0.0,1,1
CUST00071,2021-01-09,2023-06-26,5,2326150.9899999998,3.6,0,0,5,Toys,COD,11.75,0.13,188,1086,465230.198,0.0,0.0,1,1
CUST00072,2021-03-20,2023-02-25,5,6810845.17,3.6,0,0,5,Sports,Bank Transfer,4.666666666666667,0.16,309,1016,1362169.034,0.0,0.0,1,1
CUST00073,2021-02-24,2023-10-04,10,10346872.06,3.6,2,0,10,F&B,COD,7.714285714285714,0.08,88,1040,1034687.206,0.2,0.0,0,1
CUST00074,2021-07-30,2023-10-17,4,799382.72,3.75,0,0,4,F&B,COD,10.0,0.175,75,884,199845.68,0.0,0.0,0,1
CUST00075,2021-01-02,2023-04-10,6,2175395.74,4.333333333333333,0,0,6,Fashion,Debit Card,5.5,0.09999999999999999,265,1093,362565.9566666667,0.0,0.0,1,1
CUST00076,2021-03-16,2023-05-22,5,4217615.7,4.6,0,0,5,Beauty,Bank Transfer,7.0,0.1,223,1020,843523.14,0.0,0.0,1,1
CUST00077,2021-05-22,2023-09-17,7,5479689.0,3.5714285714285716,0,0,7,Automotive,COD,8.8,0.12142857142857143,105,953,782812.7142857143,0.0,0.0,0,1
CUST00078,2022-02-09,2023-12-25,2,422651.48,3.0,0,1,2,Electronics,Bank Transfer,9.0,0.0,6,690,211325.74,0.0,0.5,0,1
CUST00079,2021-12-21,2023-09-16,3,608223.98,4.0,0,1,3,Beauty,Bank Transfer,4.0,0.19999999999999998,106,740,202741.32666666666,0.0,0.3333333333333333,0,1
CUST00080,2021-03-11,2023-12-25,10,11067688.74,4.2,1,0,10,Sports,Bank Transfer,9.857142857142858,0.11499999999999999,6,1025,1106768.874,0.1,0.0,0,1
CUST00081,2021-08-28,2023-12-29,5,819754.88,4.4,0,0,5,F&B,COD,5.75,0.32,2,855,163950.976,0.0,0.0,0,1
CUST00082,2021-06-21,2023-11-16,6,2305492.67,4.0,1,0,6,Books,Bank Transfer,7.0,0.19166666666666665,45,923,384248.7783333333,0.16666666666666666,0.0,0,1
CUST00083,2022-02-02,2023-10-30,2,3218989.7,5.0,0,0,2,Beauty,COD,4.0,0.025,62,697,1609494.85,0.0,0.0,0,1
CUST00084,2021-09-17,2023-05-05,5,9856970.350000001,3.2,0,0,5,Beauty,Credit Card,9.25,0.18,240,835,1971394.0700000003,0.0,0.0,1,1
CUST00085,2022-02-09,2023-11-07,4,1285275.07,4.75,2,0,4,Beauty,E-Wallet,7.0,0.25,54,690,321318.7675,0.5,0.0,0,1
CUST00086,2021-07-14,2023-08-17,5,7544631.16,3.8,0,1,5,Fashion,Bank Transfer,3.3333333333333335,0.15,136,900,1508926.232,0.0,0.2,0,1
CUST00087,2021-12-06,2023-01-04,2,674874.7899999999,4.0,0,0,2,Electronics,COD,7.333333333333333,0.05,361,755,337437.39499999996,0.0,0.0,1,0
CUST00088,2021-02-09,2022-01-14,3,3583572.9899999998,4.333333333333333,0,0,3,Home & Living,Bank Transfer,12.0,0.05000000000000001,716,1055,1194524.3299999998,0.0,0.0,1,1
CUST00089,2021-10-27,2022-10-15,2,729645.6699999999,3.5,0,0,2,Sports,Credit Card,8.5,0.025,442,795,364822.83499999996,0.0,0.0,1,1
CUST00090,2021-01-01,2023-10-12,7,3979620.34,3.142857142857143,1,0,7,Home & Living,Bank Transfer,5.25,0.1142857142857143,80,1094,568517.1914285714,0.14285714285714285,0.0,0,1
CUST00091,2021-03-13,2022-09-06,5,4053995.91,3.6,0,0,5,Beauty,Bank Transfer,7.6,0.27,481,1023,810799.182,0.0,0.0,1,1
CUST00092,2021-10-17,2022-03-07,3,1716864.47,3.3333333333333335,0,0,3,Electronics,Bank Transfer,7.5,0.09999999999999999,664,805,572288.1566666666,0.0,0.0,1,1
CUST00093,2021-04-16,2023-09-24,4,516768.83999999997,4.75,0,0,4,Beauty,Bank Transfer,8.666666666666666,0.075,98,989,129192.20999999999,0.0,0.0,0,1
CUST00094,2021-10-27,2022-12-12,4,1134849.95,3.75,0,0,4,Automotive,Bank Transfer,6.0,0.2625,384,795,283712.4875,0.0,0.0,1,1
CUST00095,2022-10-08,2023-09-29,4,3037215.55,4.5,0,0,4,Books,Bank Transfer,8.333333333333334,0.1625,93,449,759303.8875,0.0,0.0,0,1
CUST00096,2021-02-26,2022-04-20,2,406699.62,3.5,0,0,2,Automotive,COD,4.0,0.15,620,1038,203349.81,0.0,0.0,1,1
CUST00097,2021-02-20,2023-04-23,8,4906267.97,3.75,0,0,8,Fashion,E-Wallet,8.875,0.20625,252,1044,613283.49625,0.0,0.0,1,1
CUST00098,2021-10-29,2023-04-23,4,1221803.89,3.25,1,0,4,Automotive,E-Wallet,3.3333333333333335,0.225,252,793,305450.9725,0.25,0.0,1,1
CUST00099,2021-01-10,2023-08-05,8,4065862.75,4.25,0,2,8,Books,Credit Card,9.0,0.16875,148,1085,508232.84375,0.0,0.25,0,1
CUST00100,2021-05-01,2023-08-28,5,5542280.11,4.0,0,1,5,Beauty,E-Wallet,2.0,0.18,125,974,1108456.022,0.0,0.2,0,1
CUST00101,2021-02-23,2023-10-26,4,2144533.86,4.25,0,0,4,Electronics,Bank Transfer,10.5,0.25,66,1041,536133.465,0.0,0.0,0,1
CUST00102,2021-10-16,2022-10-17,3,544334.4,3.0,0,0,3,Electronics,E-Wallet,4.0,0.2333333333333333,440,806,181444.80000000002,0.0,0.0,1,1
CUST00103,2021-01-30,2023-12-21,4,4252435.73,4.25,1,0,4,Books,E-Wallet,6.5,0.11249999999999999,10,1065,1063108.9325,0.25,0.0,0,1
CUST00104,2021-10-09,2023-04-25,2,246350.47,4.333333333333333,0,0,2,F&B,E-Wallet,2.3333333333333335,0.21666666666666667,250,813,123175.235,0.0,0.0,1,1
CUST00105,2021-04-17,2023-11-13,6,2639614.7,4.666666666666667,0,0,6,Beauty,Credit Card,6.166666666666667,0.125,48,988,439935.7833333334,0.0,0.0,0,1
CUST00106,2021-01-28,2022-07-21,3,372508.4,4.0,0,0,3,Home & Living,Bank Transfer,4.5,0.43333333333333335,528,1067,124169.46666666667,0.0,0.0,1,1
CUST00107,2021-05-02,2023-09-08,4,2357314.33,4.75,1,0,4,Electronics,E-Wallet,8.5,0.1,114,973,589328.5825,0.25,0.0,0,1
CUST00108,2022-07-23,2023-11-10,4,1932934.57,2.75,0,1,4,Books,E-Wallet,8.0,0.0,51,526,483233.6425,0.0,0.25,0,1
CUST00109,2021-02-03,2022-07-14,4,2408286.26,4.0,0,0,4,Sports,Bank Transfer,10.666666666666666,0.225,535,1061,602071.565,0.0,0.0,1,1
CUST00110,2021-04-06,2023-09-27,5,11883370.63,4.2,0,0,5,Sports,Debit Card,6.5,0.16999999999999998,95,999,2376674.126,0.0,0.0,0,1
CUST00111,2022-03-26,2023-03-10,3,344820.64,3.0,0,0,3,Automotive,Debit Card,7.0,0.21666666666666667,296,645,114940.21333333333,0.0,0.0,1,1
CUST00114,2021-01-15,2023-09-15,4,4272270.800000001,4.0,0,1,4,Beauty,Bank Transfer,14.0,0.13749999999999998,107,1080,1068067.7000000002,0.0,0.25,0,1
CUST00115,2021-03-08,2022-10-22,3,981231.1799999999,3.6666666666666665,0,0,3,Automotive,COD,7.666666666666667,0.049999999999999996,435,1028,327077.06,0.0,0.0,1,1
CUST00116,2021-09-07,2023-12-30,3,278427.07999999996,4.333333333333333,0,0,3,Beauty,Bank Transfer,9.0,0.21666666666666667,1,845,92809.02666666666,0.0,0.0,0,1
CUST00117,2021-03-02,2022-08-01,3,1479561.98,3.6666666666666665,0,0,3,Fashion,Credit Card,7.333333333333333,0.03333333333333333,517,1034,493187.32666666666,0.0,0.0,1,0
CUST00118,2022-01-11,2022-06-25,2,5955544.699999999,3.5,0,0,2,Beauty,Credit Card,10.5,0.1,554,719,2977772.3499999996,0.0,0.0,1,1
CUST00119,2023-02-26,2023-02-26,1,18138.62,4.0,0,0,1,Electronics,Credit Card,7.333333333333333,0.1,308,308,18138.62,0.0,0.0,1,0
CUST00120,2021-01-20,2021-01-20,1,287060.94,5.0,0,0,1,Health,COD,7.0,0.2,1075,1075,287060.94,0.0,0.0,1,1
CUST00121,2021-05-30,2023-11-03,10,4138540.4899999998,3.9,1,1,10,Home & Living,E-Wallet,9.6,0.1,58,945,413854.049,0.1,0.1,0,1
CUST00122,2021-05-23,2023-08-26,6,4504862.5,4.333333333333333,0,0,6,Health,E-Wallet,9.8,0.17500000000000002,127,952,750810.4166666666,0.0,0.0,0,1
CUST00123,2021-12-20,2021-12-20,1,187981.04,5.0,0,0,1,Home & Living,Bank Transfer,8.0,0.2,741,741,187981.04,0.0,0.0,1,1
CUST00124,2021-07-01,2023-12-17,3,795354.58,3.3333333333333335,1,0,3,Toys,E-Wallet,7.0,0.26666666666666666,14,913,265118.1933333333,0.3333333333333333,0.0,0,1
CUST00125,2021-01-23,2023-11-03,3,2390306.15,3.6666666666666665,0,0,3,Automotive,Bank Transfer,5.0,0.08333333333333333,58,1072,796768.7166666667,0.0,0.0,0,1
CUST00126,2021-01-15,2023-04-05,3,2068161.5,3.0,0,0,3,Fashion,Bank Transfer,12.0,0.06666666666666667,270,1080,689387.1666666666,0.0,0.0,1,1
CUST00127,2021-01-13,2022-03-29,3,3156556.53,3.3333333333333335,0,0,3,Beauty,Bank Transfer,7.333333333333333,0.15,642,1082,1052185.51,0.0,0.0,1,1
CUST00128,2021-01-12,2023-07-04,6,6890421.920000001,4.5,1,0,6,Home & Living,COD,6.2,0.14166666666666666,180,1083,1148403.6533333336,0.16666666666666666,0.0,0,1
CUST00129,2021-02-01,2023-12-02,5,3927354.62,3.2,1,0,5,Automotive,E-Wallet,10.25,0.10999999999999999,29,1063,785470.924,0.2,0.0,0,1
CUST00130,2022-01-11,2022-07-17,2,517706.76,4.5,0,0,2,Books,E-Wallet,8.0,0.25,532,719,258853.38,0.0,0.0,1,1
CUST00131,2021-08-17,2022-12-15,3,5817890.430000001,5.0,0,0,3,Electronics,E-Wallet,11.0,0.0,381,866,1939296.8100000003,0.0,0.0,1,1
CUST00132,2021-09-26,2022-12-19,3,1137170.63,4.333333333333333,0,0,3,Beauty,Bank Transfer,4.666666666666667,0.06666666666666667,377,826,379056.87666666665,0.0,0.0,1,1
CUST00133,2021-11-21,2023-11-18,4,440277.17,4.0,0,0,4,Beauty,Bank Transfer,11.5,0.1125,43,770,110069.2925,0.0,0.0,0,1
CUST00134,2022-12-20,2023-10-30,4,993407.77,4.25,0,0,4,Fashion,COD,7.0,0.125,62,376,248351.9425,0.0,0.0,0,1
CUST00135,2021-10-27,2023-04-17,4,350132.81,3.75,0,0,4,Fashion,Bank Transfer,9.75,0.1375,258,795,87533.2025,0.0,0.0,1,1
CUST00136,2021-05-07,2022-07-09,4,1706476.16,3.25,0,0,4,F&B,Credit Card,10.0,0.0875,540,968,426619.04,0.0,0.0,1,1
CUST00137,2021-09-07,2022-11-15,6,1590658.35,4.166666666666667,0,0,6,F&B,COD,6.75,0.10833333333333334,411,845,265109.72500000003,0.0,0.0,1,1
CUST00138,2021-10-15,2023-08-22,4,2808211.76,4.75,0,0,4,Beauty,Bank Transfer,7.75,0.125,131,807,702052.94,0.0,0.0,0,1
CUST00139,2021-01-24,2023-12-25,5,648801.0,3.6,1,0,5,Home & Living,COD,10.0,0.15,6,1071,129760.2,0.2,0.0,0,1
CUST00141,2022-05-02,2023-09-23,5,3355646.9099999997,3.0,0,0,5,Books,COD,9.0,0.08,99,608,671129.382,0.0,0.0,0,1
CUST00142,2021-05-01,2021-08-27,2,1012957.35,5.0,0,0,2,Automotive,Credit Card,5.0,0.25,856,974,506478.675,0.0,0.0,1,1
CUST00143,2022-02-11,2022-10-29,3,883935.26,4.0,0,0,3,Sports,Credit Card,8.333333333333334,0.15,428,688,294645.08666666667,0.0,0.0,1,1
CUST00144,2021-12-26,2023-10-04,6,4036687.45,4.166666666666667,1,0,6,Books,COD,10.25,0.10833333333333334,88,735,672781.2416666667,0.16666666666666666,0.0,0,1
CUST00145,2022-05-13,2023-07-08,4,760070.04,3.5,0,0,4,Toys,Bank Transfer,11.0,0.21250000000000002,176,597,190017.51,0.0,0.0,0,1
CUST00146,2021-02-17,2021-07-30,3,597789.69,4.0,0,0,3,Beauty,E-Wallet,7.0,0.21666666666666667,884,1047,199263.22999999998,0.0,0.0,1,1
CUST00147,2021-01-06,2023-11-11,4,636504.96,3.75,0,0,4,Automotive,E-Wallet,5.666666666666667,0.25,50,1089,159126.24,0.0,0.0,0,1
CUST00148,2021-03-28,2021-10-12,3,7662904.2,4.333333333333333,1,0,3,Home & Living,Bank Transfer,7.0,0.13333333333333333,810,1008,2554301.4,0.3333333333333333,0.0,1,1
CUST00149,2022-01-02,2023-01-25,4,2268702.1,4.5,0,0,4,F&B,Debit Card,6.666666666666667,0.3,340,728,567175.525,0.0,0.0,1,1
CUST00150,2021-05-25,2023-09-22,7,4117757.84,4.285714285714286,1,0,7,Books,Bank Transfer,7.0,0.19285714285714287,100,950,588251.12,0.14285714285714285,0.0,0,1
CUST00151,2021-01-15,2023-11-17,5,3113411.12,3.8,0,0,5,Health,Bank Transfer,3.0,0.11000000000000001,44,1080,622682.224,0.0,0.0,0,1
CUST00152,2021-09-09,2023-06-18,5,5352958.06,4.0,0,0,5,Books,Bank Transfer,8.25,0.16,196,843,1070591.612,0.0,0.0,1,1
CUST00153,2022-01-04,2023-06-02,3,1520241.6400000001,3.3333333333333335,0,2,3,Automotive,COD,1.0,0.25,212,726,506747.2133333334,0.0,0.6666666666666666,1,1
CUST00154,2022-02-11,2023-01-11,3,371370.51,3.3333333333333335,0,0,3,Books,E-Wallet,11.5,0.35000000000000003,354,688,123790.17,0.0,0.0,1,1
CUST00155,2022-01-09,2022-03-24,2,159526.39,4.0,0,0,2,Beauty,COD,7.333333333333333,0.25,647,721,79763.195,0.0,0.0,1,0
CUST00156,2022-01-05,2023-12-27,5,654848.61,4.2,0,0,5,Electronics,E-Wallet,8.6,0.030000000000000006,4,725,130969.722,0.0,0.0,0,1
CUST00157,2021-10-14,2023-04-20,3,576957.03,4.0,0,2,3,Beauty,Credit Card,7.333333333333333,0.35000000000000003,255,808,192319.01,0.0,0.6666666666666666,1,0
CUST00158,2021-06-01,2023-11-11,5,5494393.430000001,4.6,1,0,5,Home & Living,Debit Card,1.5,0.11000000000000001,50,943,1098878.6860000002,0.2,0.0,0,1
CUST00159,2021-06-16,2023-11-29,4,6385180.399999999,4.0,0,1,4,Automotive,Debit Card,8.0,0.225,32,928,1596295.0999999999,0.0,0.25,0,1
CUST00161,2022-01-16,2023-07-16,3,998201.51,4.0,0,0,3,Automotive,Bank Transfer,14.0,0.15,168,714,332733.83666666667,0.0,0.0,0,1
CUST00162,2021-04-09,2022-09-18,6,2952340.14,4.666666666666667,0,0,6,Beauty,Debit Card,5.25,0.1416666666666667,469,996,492056.69,0.0,0.0,1,1
CUST00163,2023-03-19,2023-11-20,2,1206077.07,4.0,0,1,2,Books,E-Wallet,8.0,0.075,41,287,603038.535,0.0,0.5,0,1
CUST00164,2021-02-16,2023-12-30,7,13081061.76,3.857142857142857,0,0,7,Sports,Bank Transfer,12.4,0.10714285714285714,1,1048,1868723.1085714286,0.0,0.0,0,1
CUST00165,2021-12-13,2023-12-28,4,1917136.62,4.25,1,0,4,Electronics,Bank Transfer,9.0,0.125,3,748,479284.155,0.25,0.0,0,1
CUST00166,2021-04-21,2022-12-04,5,6448677.04,2.4,0,0,5,Toys,Bank Transfer,6.4,0.06,392,984,1289735.408,0.0,0.0,1,1
